Iteration,LCD,CPU,WIFI
928,0,69,0
929,0,69,0
930,0,96,0
931,0,121,0
932,0,70,0
933,0,69,0
934,0,389,0
935,0,994,0
936,0,994,0
937,0,994,0
938,0,994,0
939,0,994,0
940,0,994,0
941,0,994,0
942,0,471,0
943,0,80,0
944,0,69,0
945,0,97,0
946,0,80,0
947,0,69,0
948,0,69,0
949,0,78,0
950,0,545,0
951,0,994,0
952,0,994,0
953,0,994,0
954,0,994,0
955,0,994,0
956,0,994,0
957,0,994,0
958,0,669,0
959,0,69,0
960,0,96,0
961,0,121,0
962,0,87,0
963,0,71,0
964,0,68,0
965,0,87,0
966,0,403,0
967,0,994,0
968,0,994,0
969,0,994,0
970,0,994,0
971,0,994,0
972,0,994,0
973,0,994,0
974,0,256,0
975,0,86,0
976,0,71,0
977,0,69,0
978,0,69,0
979,0,97,0
980,0,99,0
981,0,71,0
982,0,708,0
983,0,994,0
984,0,994,0
985,0,994,0
986,0,994,0
987,0,994,0
988,0,994,0
989,0,994,0
990,0,457,0
991,0,89,0
992,0,119,0
993,0,70,0
994,0,69,0
995,0,87,0
996,0,71,0
997,0,87,0
998,0,71,0
999,0,68,0
1000,0,472,0
1001,0,71,0
1002,0,69,0
1003,0,79,0
1004,0,79,0
1005,0,146,0
1006,0,79,0
1007,0,79,0
1008,0,70,0
1009,0,69,0
1010,0,87,0
1011,0,71,0
1012,0,78,0
1013,0,69,0
1014,0,337,0
