0,803,0
1,1376,12
2,1694,80
3,1305,0
4,1981,0
5,928,0
6,749,0
7,513,0
8,593,0
9,512,0
10,666,0
11,692,134
12,493,0
13,523,0
14,500,0
15,564,0
16,514,0
17,510,0
18,500,0
19,2634,0
20,3125,13
21,3125,0
22,3125,0
23,3125,0
24,3125,1
25,3125,2626
26,3125,0
27,1226,0
28,493,0
29,493,80
30,602,0
31,474,0
32,539,0
33,502,0
34,511,951
35,1919,1305
36,1819,1327
37,1877,1347
38,1820,1039
39,1555,1326
40,1867,1333
41,1858,40
42,553,0
43,502,0
44,483,0
45,543,0
46,184,0
47,512,0
48,512,0
49,499,0
50,2733,0
51,3125,2627
52,3125,2574
53,3125,2680
54,3125,2601
55,3125,2586
56,3125,2680
57,3125,0
58,1258,61
59,142,0
60,503,0
61,525,0
62,483,0
63,553,0
64,483,0
65,527,0
66,1527,0
67,1833,2694
68,1831,1274
69,1864,1326
70,1839,1301
71,1850,1347
72,1872,26
73,592,0
74,528,0
75,536,0
76,500,0
77,467,0
78,500,0
79,537,0
80,578,0
81,2746,26
82,3125,0
83,3125,0
84,3125,0
85,3125,0
86,3125,1
87,3125,2639
88,3125,62
89,904,0
90,531,0
91,578,0
92,513,0
93,163,0
94,513,0
95,538,0
96,577,0
97,1514,2299
98,1832,1293
99,1845,1306
100,1845,1287
101,1850,1293
102,1858,1333
103,1884,42
104,529,0
105,545,0
106,525,0
107,486,0
108,538,0
109,513,0
110,528,0
111,498,0
112,2723,13
113,3125,0
114,3125,0
115,3125,2613
116,3125,2574
117,3125,2640
118,3125,2599
119,3125,77
120,1005,0
121,526,0
122,538,0
123,329,0
124,503,0
125,538,0
126,538,0
127,566,82
128,1544,1320
129,1872,1306
130,1859,1326
131,1852,1347
132,1870,1319
133,1820,941
134,1121,0
135,578,0
136,500,0
137,539,0
138,152,0
139,564,0
140,552,0
141,500,0
142,589,0
143,2986,2694
144,3125,2639
145,3125,2572
146,3125,2614
147,3125,2613
148,3125,2613
149,3125,2276
150,3125,82
151,759,0
152,524,0
153,513,0
154,550,0
155,592,0
156,542,0
157,525,0
158,511,0
159,1668,2409
160,1881,1326
161,1827,1300
162,1838,1045
163,1369,1319
164,1833,1118
165,1670,0
166,525,0
167,552,0
168,511,0
169,513,0
170,526,0
171,143,0
172,221,0
173,704,67
174,3125,0
175,3125,2587
176,3125,2613
177,3125,2599
178,3125,2599
179,3125,2598
180,3125,2694
181,3125,0
182,643,73
183,457,0
184,551,0
185,618,0
186,479,0
187,525,0
188,540,0
189,587,0
190,1792,0
191,1826,2694
192,1838,1300
193,1838,1320
194,1845,1340
195,1863,1069
196,1609,0
197,499,0
198,485,0
199,539,0
200,551,0
201,513,0
202,498,0
203,537,0
204,649,2600
205,3125,2639
206,3125,2613
207,3125,2626
208,3125,2599
209,3125,2626
210,3125,2587
211,3125,2694
212,3125,0
213,543,0
214,493,0
215,539,83
216,499,0
217,526,0
218,512,0
219,513,0
220,551,1001
221,1305,1300
222,1852,1340
223,1812,1347
224,1845,1300
225,1824,1347
226,1846,580
227,747,0
228,589,0
229,528,0
230,578,0
231,513,0
232,498,0
233,499,0
234,498,0
235,785,0
236,3125,2600
237,3125,2626
238,3125,2586
239,3125,2600
240,3125,2559
241,3125,2639
242,3125,84
243,3125,0
244,512,0
245,553,0
246,525,0
247,527,0
248,499,0
249,498,0
250,539,0
251,492,1306
252,1832,1347
253,1832,1360
254,1832,1306
255,1832,1333
256,1857,1286
257,1825,765
258,1268,0
259,590,0
260,556,0
261,473,0
262,538,0
263,172,0
264,539,0
265,534,0
266,878,13
267,3125,0
268,3125,0
269,3125,2575
270,3125,2638
271,3125,2599
272,3125,2613
273,3125,59
274,2258,0
275,578,0
276,553,0
277,525,0
278,472,0
279,551,0
280,576,0
281,552,0
282,540,1353
283,1826,1340
284,1864,1326
285,1878,1319
286,1833,1301
287,1863,1333
288,1847,893
289,1418,0
290,539,0
291,486,0
292,552,0
293,526,0
294,612,0
295,518,0
296,539,0
297,1168,53
298,3125,0
299,3125,2574
300,3125,2587
301,3125,2598
302,3125,2626
303,3125,87
304,3125,78
305,2527,0
306,526,0
307,526,0
308,162,0
309,589,0
310,553,0
311,512,0
312,512,0
313,700,1518
314,1839,1353
315,1839,1313
316,1838,1001
317,1512,1333
318,1846,1299
319,1852,762
320,1351,0
321,493,0
322,537,0
323,500,0
324,525,13
325,590,0
326,500,0
327,512,0
328,1297,0
329,3125,2626
330,3125,2563
331,3125,2612
332,3125,2626
333,3125,2640
334,3125,2598
335,3125,66
336,1707,0
337,201,0
338,484,0
339,512,0
340,564,0
341,564,0
342,483,0
343,512,0
344,796,1576
345,1845,1320
346,1831,1313
347,1864,1312
348,1839,1045
349,1369,1327
350,1877,724
351,1265,0
352,499,0
353,486,0
354,570,0
355,578,0
356,515,0
357,499,0
358,537,0
359,1473,0
360,3125,2624
361,3125,2548
362,3125,2626
363,3125,2574
364,3125,2653
365,3125,2587
366,3125,0
367,2441,66
368,483,0
369,538,0
370,551,0
371,500,0
372,591,0
373,473,0
374,575,0
375,727,0
376,1858,2694
377,1845,1299
378,1825,1326
379,1839,1293
380,1859,996
381,1517,690
382,1257,0
383,483,0
384,566,0
385,602,0
386,494,0
387,602,0
388,487,0
389,485,0
390,1463,13
391,3125,0
392,3125,0
393,3125,2640
394,3125,2626
395,3125,2562
396,3125,2572
397,3125,87
398,2417,0
399,498,0
400,521,0
401,526,0
402,512,0
403,472,0
404,601,0
405,553,0
406,818,1655
407,1876,1305
408,1819,1326
409,1825,1301
410,1875,1292
411,1833,1333
412,1845,660
413,1210,0
414,485,0
415,203,0
416,540,0
417,513,0
418,472,0
419,532,0
420,555,0
421,1546,13
422,3125,0
423,3125,2587
424,3125,2639
425,3125,2599
426,3125,2572
427,3125,2626
428,3125,88
429,2377,0
430,613,0
431,513,0
432,513,0
433,493,0
434,511,0
435,576,0
436,484,0
437,902,1709
438,1853,1326
439,1852,88
440,1839,1034
441,1550,1336
442,1808,1280
443,1845,647
444,1223,0
445,592,0
446,483,0
447,553,0
448,486,0
449,485,0
450,603,0
451,676,0
452,1544,13
453,3125,0
454,3125,0
455,3125,1
456,3125,2639
457,3125,2613
458,3125,2626
459,3125,0
460,2227,68
461,173,0
462,512,0
463,525,0
464,526,0
465,511,0
466,494,0
467,590,0
468,950,0
469,1832,2694
470,1849,1319
471,1860,1327
472,1864,1333
473,1846,1306
474,1846,554
475,1118,0
476,487,0
477,512,0
478,162,0
479,551,0
480,564,0
481,513,0
482,628,0
483,1751,13
484,3125,0
485,3125,2652
486,3125,2574
487,3125,2626
488,3125,2640
489,3125,2575
490,3125,89
491,2014,0
492,538,0
493,525,0
494,163,0
495,551,0
496,551,0
497,525,0
498,483,0
499,1074,1832
500,1859,1333
501,1859,1326
502,1853,1301
503,1850,1333
504,1858,1313
505,1878,473
506,1013,0
507,513,0
508,499,0
509,162,0
510,211,0
511,164,0
512,579,0
513,457,0
514,1852,2653
515,3125,2574
516,3125,2613
517,3125,2626
518,3125,2587
519,3125,2574
520,3125,2626
521,3125,90
522,1976,0
523,564,0
524,526,0
525,564,0
526,499,0
527,363,0
528,527,0
529,527,0
530,1054,1845
531,1859,1286
532,1825,1333
533,1832,1307
534,1845,1301
535,1876,1340
536,1827,456
537,1005,0
538,540,0
539,485,0
540,365,0
541,193,0
542,580,0
543,486,0
544,162,0
545,1974,13
546,3125,0
547,3125,0
548,3125,1
549,3125,2613
550,3125,2613
551,3125,2534
552,3125,0
553,1214,90
554,562,0
555,567,0
556,500,0
557,553,0
558,151,0
559,564,0
560,501,0
561,1141,0
562,1865,2694
563,1863,1149
564,1630,1320
565,1871,1326
566,1839,1011
567,1182,261
568,435,0
569,346,0
570,565,0
571,513,0
572,525,0
573,552,0
574,499,0
575,538,0
576,2108,40
577,3125,0
578,3125,0
579,3125,0
580,3125,0
581,3125,1
582,3125,2587
583,3125,91
584,1778,0
585,526,0
586,493,0
587,539,0
588,472,0
589,512,0
590,538,0
591,512,0
592,1142,1955
593,1826,1313
594,1904,1287
595,1838,1326
596,1852,1326
597,1852,1326
598,1852,357
599,884,0
600,539,0
601,512,0
602,544,0
603,500,0
604,550,0
605,551,0
606,526,0
607,2213,0
608,3125,2587
609,3125,2599
610,3125,2598
611,3125,2574
612,3125,2612
613,3125,2626
614,3125,0
615,1725,0
616,499,91
617,540,0
618,537,0
619,499,0
620,532,0
621,576,0
622,515,0
623,1212,0
624,1832,0
625,1865,2694
626,1845,1292
627,1846,1306
628,1832,1320
629,1858,340
630,928,0
631,504,0
632,551,0
633,566,0
634,183,0
635,566,0
636,566,0
637,540,0
638,2299,53
639,3125,0
640,3125,2575
641,3125,2639
642,3125,2613
643,3125,2587
644,3125,2626
645,3125,92
646,1517,0
647,575,0
648,540,0
649,566,0
650,578,0
651,526,0
652,500,0
653,472,0
654,1284,2053
655,1858,1299
656,1852,1306
657,1832,1306
658,1845,1307
659,1845,1320
660,1832,280
661,831,0
662,483,93
663,539,0
664,512,0
665,500,0
666,524,0
667,473,0
668,539,0
669,2284,0
670,3125,2623
671,3125,2599
672,3125,2626
673,3125,2614
674,3125,2560
675,3125,2626
676,3125,93
677,1489,0
678,498,0
679,486,0
680,525,0
681,512,0
682,499,0
683,498,0
684,498,0
685,1329,2101
686,1845,1320
687,1845,1319
688,1846,1340
689,1825,1293
690,1845,1307
691,1818,216
692,742,0
693,142,0
694,151,0
695,551,0
696,469,0
697,512,0
698,152,0
699,163,0
700,2707,13
701,3125,0
702,3125,0
703,3125,0
704,3125,0
705,3125,0
706,3125,0
707,3125,0
708,1737,0
709,498,13
710,566,0
711,513,0
712,550,0
713,539,0
714,500,0
715,564,0
716,1173,0
717,1838,0
718,1862,2694
719,1833,1320
720,1845,1306
721,1832,1307
722,1845,352
723,858,0
724,356,0
725,539,0
726,453,0
727,498,0
728,512,0
729,152,0
730,526,0
731,2209,26
732,3125,0
733,3125,0
734,3125,1
735,3125,2562
736,3125,2626
737,3125,2587
738,3125,94
739,1621,0
740,599,0
741,445,0
742,516,0
743,513,0
744,483,0
745,525,0
746,513,0
747,1206,2014
748,1882,1326
749,1852,1224
750,1771,1320
751,1857,1313
752,1866,1340
753,1839,238
754,842,0
755,540,0
756,499,0
757,525,0
758,498,0
759,553,0
760,553,0
761,513,0
762,2336,2666
763,3125,2586
764,3125,2613
765,3125,2612
766,3125,2626
767,3125,2613
768,3125,2587
769,3125,72
770,927,0
771,539,0
772,152,0
773,172,0
774,182,0
775,579,0
776,500,0
777,472,0
778,1275,2037
779,1852,1307
780,1845,996
781,1187,1312
782,1840,1050
783,1374,1299
784,1825,230
785,431,0
786,528,0
787,526,0
788,512,0
789,482,0
790,566,0
791,512,0
792,202,0
793,2318,26
794,3125,0
795,3125,2599
796,3125,2600
797,3125,2639
798,3125,2639
799,3125,2574
800,3125,95
801,1567,0
802,152,0
803,526,0
804,142,0
805,577,0
806,152,0
807,552,0
808,564,0
809,1283,2067
810,1858,1340
811,1866,1292
812,1846,1299
813,1839,1307
814,1896,1326
815,1853,222
816,797,0
817,499,0
818,512,0
819,494,0
820,539,0
821,524,0
822,539,0
823,483,0
824,2405,0
825,3125,2562
826,3125,2613
827,3125,2639
828,3125,2614
829,3125,2598
830,3125,2600
831,3125,95
832,1388,0
833,486,0
834,142,0
835,539,0
836,444,0
837,499,0
838,537,0
839,526,0
840,1338,2083
841,1851,1320
842,1845,1055
843,1369,1320
844,1871,1313
845,1865,1312
846,1826,209
847,797,0
848,499,0
849,512,0
850,539,0
851,142,0
852,578,0
853,527,0
854,172,0
855,2478,2598
856,3125,2599
857,3125,2626
858,3125,2600
859,3125,2625
860,3125,2600
861,3125,2599
862,3125,96
863,1343,0
864,511,0
865,578,0
866,540,0
867,183,0
868,493,0
869,193,0
870,539,0
871,1386,2184
872,1865,1333
873,1860,1299
874,1839,1313
875,1852,1320
876,1858,1340
877,1853,122
878,649,0
879,493,0
880,551,0
881,511,0
882,527,0
883,513,0
884,498,0
885,540,0
886,2669,0
887,3125,2588
888,3125,2653
889,3125,2612
890,3125,2614
891,3125,2612
892,3125,2614
893,3125,97
894,1159,0
895,538,0
896,499,0
897,472,0
898,162,0
899,510,0
900,540,0
901,537,0
902,1500,2285
903,1846,1289
904,1887,1347
905,1860,1312
906,1827,1295
907,1881,1319
908,1846,53
909,565,0
910,551,0
911,512,0
912,500,0
913,493,0
914,512,0
915,523,0
916,539,0
917,2776,13
918,3125,0
919,3125,0
920,3125,2652
921,3125,2600
922,3125,2626
923,3125,2599
924,3125,97
925,1022,0
926,485,0
927,486,0
928,511,0
929,477,0
930,588,0
931,500,0
932,486,0
933,1527,2290
934,1832,1307
935,1858,1286
936,1825,1333
937,1884,1319
938,1820,1162
939,1685,0
940,553,0
941,563,0
942,540,0
943,494,0
944,526,0
945,551,0
946,578,0
947,610,13
948,3004,0
949,3125,2626
950,3125,2575
951,3125,2613
952,3125,2613
953,3125,2652
954,3125,2574
955,3125,98
956,633,0
957,444,0
958,511,0
959,500,0
960,564,0
961,512,98
962,539,0
963,513,10
964,482,0
965,539,98
966,959,0
967,577,0
968,527,0
