Iteration,LCD,CPU,WIFI
375,0,727,0
376,0,1858,0
377,0,1845,0
378,0,1825,0
379,0,1839,0
380,0,1859,0
381,0,1517,0
382,0,1257,0
383,0,483,0
384,0,566,0
385,0,602,0
386,0,494,0
387,0,602,0
388,0,487,0
389,0,485,0
390,0,1463,0
391,0,3125,0
392,0,3125,0
393,0,3125,0
394,0,3125,0
395,0,3125,0
396,0,3125,0
397,0,3125,0
398,0,2417,0
399,0,498,0
400,0,521,0
401,0,526,0
402,0,512,0
403,0,472,0
404,0,601,0
405,0,553,0
406,0,818,0
407,0,1876,0
408,0,1819,0
409,0,1825,0
410,0,1875,0
411,0,1833,0
412,0,1845,0
413,0,1210,0
414,0,485,0
415,0,203,0
416,0,540,0
417,0,513,0
418,0,472,0
419,0,532,0
420,0,555,0
421,0,1546,0
422,0,3125,0
423,0,3125,0
424,0,3125,0
425,0,3125,0
426,0,3125,0
427,0,3125,0
428,0,3125,0
429,0,2377,0
430,0,613,0
431,0,513,0
432,0,513,0
433,0,493,0
434,0,511,0
435,0,576,0
436,0,484,0
437,0,902,0
438,0,1853,0
439,0,1852,0
440,0,1839,0
441,0,1550,0
442,0,1808,0
443,0,1845,0
444,0,1223,0
445,0,592,0
446,0,483,0
447,0,553,0
448,0,486,0
449,0,485,0
450,0,603,0
451,0,676,0
452,0,1544,0
453,0,3125,0
454,0,3125,0
455,0,3125,0
456,0,3125,0
457,0,3125,0
458,0,3125,0
459,0,3125,0
460,0,2227,0
461,0,173,0
462,0,512,0
463,0,525,0
464,0,526,0
465,0,511,0
466,0,494,0
467,0,590,0
468,0,950,0
469,0,1832,0
470,0,1849,0
471,0,1860,0
472,0,1864,0
473,0,1846,0
474,0,1846,0
475,0,1118,0
476,0,487,0
477,0,512,0
478,0,162,0
479,0,551,0
480,0,564,0
481,0,513,0
482,0,628,0
483,0,1751,0
484,0,3125,0
485,0,3125,0
486,0,3125,0
487,0,3125,0
488,0,3125,0
489,0,3125,0
490,0,3125,0
491,0,2014,0
492,0,538,0
493,0,525,0
494,0,163,0
495,0,551,0
496,0,551,0
497,0,525,0
498,0,483,0
499,0,1074,0
500,0,1859,0
501,0,1859,0
502,0,1853,0
503,0,1850,0
504,0,1858,0
505,0,1878,0
506,0,1013,0
507,0,513,0
508,0,499,0
509,0,162,0
510,0,211,0
511,0,164,0
512,0,579,0
513,0,457,0
514,0,1852,0
515,0,3125,0
516,0,3125,0
517,0,3125,0
518,0,3125,0
519,0,3125,0
520,0,3125,0
521,0,3125,0
522,0,1976,0
523,0,564,0
524,0,526,0
525,0,564,0
526,0,499,0
527,0,363,0
528,0,527,0
529,0,527,0
530,0,1054,0
531,0,1859,0
532,0,1825,0
533,0,1832,0
534,0,1845,0
535,0,1876,0
536,0,1827,0
537,0,1005,0
538,0,540,0
539,0,485,0
540,0,365,0
541,0,193,0
542,0,580,0
543,0,486,0
544,0,162,0
545,0,1974,0
546,0,3125,0
547,0,3125,0
548,0,3125,0
549,0,3125,0
550,0,3125,0
551,0,3125,0
552,0,3125,0
553,0,1214,0
554,0,562,0
555,0,567,0
556,0,500,0
557,0,553,0
558,0,151,0
559,0,564,0
560,0,501,0
561,0,1141,0
562,0,1865,0
563,0,1863,0
564,0,1630,0
565,0,1871,0
566,0,1839,0
567,0,1182,0
568,0,435,0
569,0,346,0
570,0,565,0
571,0,513,0
572,0,525,0
573,0,552,0
574,0,499,0
575,0,538,0
576,0,2108,0
577,0,3125,0
578,0,3125,0
579,0,3125,0
580,0,3125,0
581,0,3125,0
582,0,3125,0
583,0,3125,0
584,0,1778,0
585,0,526,0
586,0,493,0
587,0,539,0
588,0,472,0
589,0,512,0
